Search Query,Clicks,Impressions,CTR,Average Position,Query_Modified,CLUSTERS
tienda store,0,1,0.0000,78.0,tienda store,4
tienda you too,0,1,0.0000,11.0,tienda,4
tiendas de juguetes,0,1,0.0000,1.0,tiendas de juguetes,4
timbuck2 bags,0,1,0.0000,87.0,timbuktu bags,3
timbuk backpack,0,1,0.0000,78.0,timbuktu backpack,4
timbuk2,0,2,0.0000,95.0,timbuktu,4
timbuk2 accessory case,0,1,0.0000,100.0,timbuktu accessory case,4
timbuk2 accessory pouch,0,1,0.0000,40.0,timbuktu accessory pouch,4
timbuk2 backpack,0,51,0.0000,73.0,timbuktu backpack,4
timbuk2 backpack laptop,0,71,0.0000,65.0,timbuktu backpack laptop,3
timbuk2 backpack sale,0,7,0.0000,74.0,timbuktu backpack sale,3
timbuk2 backpack tote,0,1,0.0000,21.0,timbuktu backpack tote,3
timbuk2 backpack waterproof,0,3,0.0000,70.0,timbuktu backpack waterproof,3
timbuk2 backpack women's,0,3,0.0000,51.0,timbuktu backpack women,4
timbuk2 backpacks,0,16,0.0000,77.0,timbuktu backpacks,4
timbuk2 bag,0,7,0.0000,85.0,timbuktu bag,4
timbuk2 bag sizes,0,26,0.0000,71.0,timbuktu bag sizes,3
timbuk2 bags,0,33,0.0000,78.0,timbuktu bags,3
timbuk2 bags canada,0,8,0.0000,37.0,timbuktu bags canada,3
timbuk2 bags sale,0,4,0.0000,87.0,timbuktu bags sale,3
timbuk2 canada,0,1,0.0000,86.0,timbuktu canada,4
timbuk2 canada sale,0,1,0.0000,56.0,timbuktu canada sale,4
timbuk2 canvas,0,1,0.0000,37.0,timbuktu canvas,4
timbuk2 carry on backpack,0,1,0.0000,100.0,timbuktu carry backpack,3
timbuk2 computer backpack,0,1,0.0000,51.0,timbuktu computer backpack,3
timbuk2 computer bag,0,14,0.0000,66.0,timbuktu computer bag,3
timbuk2 computer bags,0,2,0.0000,47.0,timbuktu computer bags,3
timbuk2 duffle bag,0,1,0.0000,98.0,timbuktu duffle bag,3
timbuk2 duffle bags,0,2,0.0000,57.0,timbuktu duffle bags,3
timbuk2 flip,0,1,0.0000,9.0,timbuktu flip,4
timbuk2 goody bag,0,1,0.0000,53.0,timbuktu goody bag,3
timbuk2 gym bag,0,20,0.0000,45.0,timbuktu gym bag,3
timbuk2 laptop backpack,0,1,0.0000,74.0,timbuktu laptop backpack,3
timbuk2 laptop backpacks,0,19,0.0000,77.0,timbuktu laptop backpacks,3
timbuk2 laptop bag,0,53,0.0000,73.0,timbuktu laptop bag,3
timbuk2 laptop case,0,4,0.0000,78.0,timbuktu laptop case,4
timbuk2 laptop sleeve,0,7,0.0000,70.0,timbuktu laptop sleeve,3
timbuk2 laptop sleeves,0,4,0.0000,68.0,timbuktu laptop sleeves,3
timbuk2 laptop tote,0,5,0.0000,40.0,timbuktu laptop tote,3
timbuk2 logo,0,4,0.0000,37.0,timbuktu logo,4
timbuk2 messenger bag,0,2,0.0000,95.0,timbuktu messenger bag,3
timbuk2 messenger bag sizes,0,3,0.0000,91.0,timbuktu messenger bag sizes,3
timbuk2 pouch,0,5,0.0000,56.0,timbuktu pouch,4
timbuk2 price,0,30,0.0000,82.0,timbuktu price,4
timbuk2 purse,0,9,0.0000,59.0,timbuktu purse,4
timbuk2 purses,0,1,0.0000,47.0,timbuktu purses,4
timbuk2 quilted laptop sleeve,0,3,0.0000,73.0,timbuktu quilted laptop sleeve,3
timbuk2 roll top,0,4,0.0000,54.0,timbuktu roll top,4
timbuk2 roll top backpack,0,5,0.0000,57.0,timbuktu roll top backpack,3
timbuk2 rucksack,0,4,0.0000,78.0,timbuktu rucksack,4
timbuk2 sleeve,0,1,0.0000,90.0,timbuktu sleeve,4
timbuk2 small backpack,0,2,0.0000,79.0,timbuktu small backpack,3
timbuk2 store,0,9,0.0000,91.0,timbuktu store,5
timbuk2 stores,0,9,0.0000,84.0,timbuktu store,5
timbuk2 suitcase,0,1,0.0000,94.0,timbuktu suitcase,4
timbuk2 tote,0,2,0.0000,82.0,timbuktu tote,4
timbuk2 tote backpack,0,7,0.0000,49.0,timbuktu tote backpack,3
timbuk2 tote bag,0,6,0.0000,54.0,timbuktu tote bag,3
timbuk2 tote bags,0,5,0.0000,43.0,timbuktu tote bags,3
timbuk2 totes,0,3,0.0000,47.0,timbuktu totes,4
timbuk2 waterproof backpack,0,2,0.0000,74.0,timbuktu waterproof backpack,3
timbuk2 women's backpack,0,3,0.0000,57.0,timbuktu women backpack,4
timbuk2 купить,0,1,0.0000,76.0,timbuktu,4
timbuktu backpack,0,1,0.0000,84.0,timbuktu backpack,4
timbuktu bag,0,1,0.0000,93.0,timbuktu bag,4
timbuktu bags,0,6,0.0000,87.0,timbuktu bags,3
timbuktu laptop backpack,0,1,0.0000,74.0,timbuktu laptop backpack,3
time buyer,0,1,0.0000,1.0,time buyer,4
tin coffee cups,0,3,0.0000,86.0,tin cups,3
tin coffee mug,0,2,0.0000,82.0,tin mug,4
tin coffee mugs,0,1,0.0000,94.0,tin mugs,4
tiny decals,0,2,0.0000,63.0,tiny decals,4
tiny dot stickers,0,2,0.0000,78.0,tiny dot stickers,3
tiny made in usa stickers,0,3,0.0000,62.0,tiny made usa stickers,3
tirana youtube,0,5,0.0000,86.0,tirana youtube,6
tisherts,0,1,0.0000,6.0,shirt,2
tishirt,0,2,0.0000,7.5,shirt,2
tishirts,0,2,0.0000,3.0,shirt,2
tishrts,0,1,0.0000,4.0,shirt,2
tişört sticker,0,1,0.0000,19.0,ti rt sticker,4
title apparel,0,13,0.0000,69.0,title apparel,4
title headgear,0,3,0.0000,65.0,title headgear,4
tiu tube,0,1,0.0000,29.0,tiu youtube,6
tiyrubw,0,1,0.0000,36.0,non ascii symbols punctuations numbers,1
tiytube,0,2,0.0000,29.0,youtube,6
tiytybe,0,1,0.0000,27.0,youtube,6
tn shirts,0,1,0.0000,2.0,tn shirt,2
tnt boys youtube,0,3,0.0000,95.0,tnt boys youtube,6
tnt merchandise,0,9,0.0000,75.0,tnt merchandise,5
tnwaze,0,3,0.0000,10.0,non ascii symbols punctuations numbers,1
to be shipped,0,1,0.0000,92.0,shipped,4
to be with you youtube,0,1,0.0000,62.0,youtube,6
to from stickers,0,3,0.0000,50.0,stickers,4
to go to youtube,0,3,0.0000,38.0,go youtube,6
to merch,0,1,0.0000,1.0,merchandise,4
to po,0,1,0.0000,36.0,po,4
"to ship to additional addresses, increase the quantity.",0,3,0.0000,9.3,ship additional addresses increase quantity,5
to store,0,1,0.0000,1.0,store,5
to this day youtube,0,1,0.0000,68.0,day youtube,6
to tube,0,1,0.0000,29.0,youtube,6
to wind up,0,1,0.0000,100.0,wind,4
to youtube,0,1,0.0000,55.0,youtube,6
to youtube youtube,0,2,0.0000,120.0,youtube youtube,6
to yt,0,1,0.0000,50.0,yt,4
tod bag,0,8,0.0000,81.0,tod bag,4
tod bag price,0,1,0.0000,37.0,tod bag price,3
toddler,0,5,0.0000,140.0,toddler,4
toddler a shirts,0,2,0.0000,47.0,toddler shirt,2
toddler add,0,1,0.0000,23.0,toddler add,4
toddler apparel,0,96,0.0000,26.0,toddler apparel,5
toddler baby bibs,0,1,0.0000,4.0,toddler baby bibs,4
toddler backpack,0,1,0.0000,140.0,toddler backpack,4
toddler bib with sleeves,0,2,0.0000,88.0,toddler bib sleeves,2
toddler black shirt,0,10,0.0000,40.0,toddler black shirt,2
toddler black t shirt,0,7,0.0000,35.0,toddler black shirt,2
toddler black tshirt,0,1,0.0000,20.0,toddler black shirt,2
toddler cart,0,23,0.0000,33.0,toddler cart,4
toddler clothing stores,0,1,0.0000,1.0,toddler clothing store,5
toddler ease,0,6,0.0000,57.0,toddler ease,4
toddler for kids,0,4,0.0000,53.0,toddler kids,4
toddler gear,0,1,0.0000,51.0,toddler gear,4
toddler googles,0,1,0.0000,1.0,toddler google,7
toddler green sweatshirt,0,1,0.0000,45.0,toddler green shirt,2
toddler green t shirt,0,1,0.0000,20.0,toddler green shirt,2
toddler jacket,0,1,0.0000,93.0,toddler jacket,2
toddler kid,0,4,0.0000,52.0,toddler kid,4
toddler kids,0,156,0.0000,39.0,toddler kids,4
toddler lip balm,0,2,0.0000,84.0,toddler lip balm,4
toddler movies youtube,0,1,0.0000,70.0,toddler movies youtube,6
toddler navy blue t shirt,0,1,0.0000,39.0,toddler navy blue shirt,2
toddler onesie,0,27,0.0000,64.0,toddler onesie,4
toddler onesies,0,1,0.0000,160.0,toddler onesies,4
toddler onsie,0,1,0.0000,61.0,toddler,4
toddler play store,0,9,0.0000,5.8,toddler play store,5
toddler purple shirt,0,6,0.0000,65.0,toddler purple shirt,2
toddler purple sweatshirt,0,1,0.0000,36.0,toddler purple shirt,2
toddler purple t shirt,0,5,0.0000,27.0,toddler purple shirt,2
toddler shirt,0,69,0.0000,45.0,toddler shirt,2
toddler shirts,0,325,0.0000,71.0,toddler shirt,2
toddler shopping cart,0,6,0.0000,62.0,toddler shop cart,5
toddler socks,0,18,0.0000,98.0,toddler socks,4
toddler space shirt,0,1,0.0000,78.0,toddler space shirt,2
toddler store,0,30,0.0000,30.0,toddler store,5
toddler stylus,0,3,0.0000,35.0,toddler stylus,4
toddler t,0,5,0.0000,63.0,toddler,4
toddler t shirt,0,8,0.0000,67.0,toddler shirt,2
toddler t shirts,0,32,0.0000,62.0,toddler shirt,2
toddler t-shirt,0,1,0.0000,64.0,toddler shirt,2
toddler t-shirts,0,11,0.0000,55.0,toddler shirt,2
toddler tee,0,11,0.0000,33.0,toddler t-shirt,4
toddler tshirt,0,82,0.0000,40.0,toddler shirt,2
toddler white shirt,0,21,0.0000,85.0,toddler white shirt,2
toddler white short sleeve shirt,0,1,0.0000,68.0,toddler white shirt sleeve shirt,2
toddler white t shirt,0,34,0.0000,61.0,toddler white shirt,2
toddler white t shirts,0,11,0.0000,54.0,toddler white shirt,2
toddler white t-shirt,0,1,0.0000,40.0,toddler white shirt,2
toddler white tee,0,5,0.0000,33.0,toddler white t-shirt,2
toddler white tee shirts,0,2,0.0000,45.0,toddler white t-shirt shirt,2
toddler white tshirt,0,2,0.0000,63.0,toddler white shirt,2
toddler with add,0,1,0.0000,72.0,toddler add,4
toddler youtube,0,1,0.0000,53.0,toddler youtube,6
toddler youtubers,0,1,0.0000,130.0,toddler youtube,6
toddlers apparel,0,16,0.0000,31.0,toddlers apparel,4
toddlers kids,0,2,0.0000,49.0,toddlers kids,4
toddlers shirts,0,5,0.0000,97.0,toddlers shirt,2
toddlers store,0,1,0.0000,8.0,toddlers store,5
toddlers t shirts,0,10,0.0000,67.0,toddlers shirt,2
toddlers t-shirts,0,3,0.0000,66.0,toddlers shirt,2
toddlers youtube,0,3,0.0000,73.0,toddlers youtube,6
toffu youtube,0,3,0.0000,29.0,youtube,6
tofu fiyat,0,5,0.0000,82.0,tofu,4
tofu merch,0,22,0.0000,9.5,tofu merchandise,5
tofu sticker,0,1,0.0000,71.0,tofu sticker,4
tofu t shirt,0,1,0.0000,95.0,tofu shirt,2
tofu the youtuber,0,4,0.0000,7.5,tofu youtube,6
tofu youtube,0,32,0.0000,36.0,tofu youtube,6
tofu youtuber,0,1,0.0000,33.0,tofu youtube,6
tofu yt,0,12,0.0000,7.7,tofu yt,4
tofuu merch,0,17,0.0000,20.0,merchandise,4
tofuu shirt,0,1,0.0000,22.0,shirt,2
tofuu youtube,0,8,0.0000,30.0,youtube,6
toko kain di surabaya,0,1,0.0000,1.0,toko kain di surabaya,4
toko kain kaos anugerah surabaya,0,1,0.0000,1.0,toko kain kaos anugerah surabaya,4
toko kain kaos surabaya,0,2,0.0000,1.0,toko kain kaos surabaya,4
toko kain surabaya,0,1,0.0000,1.0,toko kain surabaya,4
toko merchandise,0,1,0.0000,1.0,toko merchandise,4
tomohawk youtube,0,2,0.0000,36.0,youtube,6
tomorrow needs you t shirt,0,1,0.0000,1.0,tomorrow needs shirt,2
tonal,0,3,0.0000,67.0,tonal,4
tonal shirt,0,92,0.0000,74.0,tonal shirt,2
tonal t shirt,0,1,0.0000,10.0,tonal shirt,2
tonal tshirt,0,40,0.0000,96.0,tonal shirt,2
tone android,0,3,0.0000,26.0,tone android,4
tone black,0,1,0.0000,91.0,tone black,2
tone for android,0,3,0.0000,26.0,tone android,4
tone google,0,5,0.0000,38.0,tone google,7
tone logo,0,4,0.0000,31.0,tone logo,4
tone on tone logo,0,1,0.0000,43.0,tone tone logo,2
tontube,0,1,0.0000,25.0,non ascii symbols punctuations numbers,1
tool band beanie,0,1,0.0000,93.0,tool band beanie,4
tool band hoodie,0,12,0.0000,82.0,tool band hoodie,4
tool band merchandise,0,6,0.0000,71.0,tool band merchandise,5
tool lanyards australia,0,2,0.0000,74.0,tool lanyards australia,4
tool long sleeve shirt,0,1,0.0000,88.0,tool long sleeve shirt,2
tool memorabilia,0,3,0.0000,84.0,tool memorabilia,4
tool merch,0,82,0.0000,95.0,tool merchandise,5
tool merch uk,0,1,0.0000,50.0,tool merchandise uk,5
tool merchandise,0,8,0.0000,84.0,tool merchandise,5
tool rucksack,0,2,0.0000,170.0,tool rucksack,4
tool shirt womens,0,4,0.0000,65.0,tool shirt women,2
tool store,0,1,0.0000,1.0,tool store,5
tool sub youtube,0,3,0.0000,71.0,tool sub youtube,6
tool t shirt india,0,7,0.0000,44.0,tool shirt india,2
tool t shirts amazon,0,1,0.0000,89.0,tool shirt amazon,2
top 100 youtuber indonesia,0,1,0.0000,45.0,top youtube indonesia,6
top 25 brands youtube,0,231,0.0000,31.0,top brands youtube,6
top apparel companies,0,1,0.0000,1.0,top apparel companies,5
top apparel maglie,0,1,0.0000,95.0,top apparel maglie,5
top fashion retailers,0,1,0.0000,1.0,top fashion retailers,5
top for women,0,1,0.0000,1.0,top women,4
top gear india special youtube,0,1,0.0000,40.0,top gear india special youtube,5
top gear uk youtube,0,2,0.0000,79.0,top gear uk youtube,6
top gear youtube,0,9,0.0000,91.0,top gear youtube,6
top mens t shirts,0,20,0.0000,75.0,top mens shirt,2
top mountain bikes under 2000,0,1,0.0000,11.0,top mountain bikes,4
top new electronics,0,2,0.0000,84.0,top new electronics,5
top selling t shirts 2018,0,1,0.0000,79.0,top selling shirt,2
top shop,0,3,0.0000,7.0,top shop,5
top shop mens t shirts,0,1,0.0000,28.0,top shop mens shirt,2
top t shirt brands in the world,0,1,0.0000,100.0,top shirt brands world,2
top youtube brands,0,2,0.0000,99.0,top youtube brands,6
topgear youtube,0,1,0.0000,84.0,youtube,6
tops amp shirts,0,2,0.0000,87.0,tops amp shirt,2
tops amp tees,0,5,0.0000,18.0,tops amp t-shirt,2
tops amp tshirts,0,33,0.0000,15.0,tops amp shirt,2
tor shirt,0,1,0.0000,6.0,tor shirt,2
tore google,0,6,0.0000,9.3,tore google,7
toronto is home hoodie,0,1,0.0000,60.0,toronto home hoodie,4
tort bag,0,4,0.0000,15.0,tort bag,4
torture shop,0,1,0.0000,8.0,torture shop,4
torture women tube,0,1,0.0000,49.0,torture women youtube,6
tot bags,0,1,0.0000,11.0,tot bags,3
total card europe,0,1,0.0000,150.0,total card europe,5
total store ordering,0,2,0.0000,66.0,total store ordering,5
total we,0,1,0.0000,110.0,total,4
tote backpack,0,15,0.0000,94.0,tote backpack,3
tote bag,0,5,0.0000,11.0,tote bag,3
tote bag backpack,0,22,0.0000,56.0,tote bag backpack,3
tote bag brands,0,1,0.0000,99.0,tote bag brands,3
tote bag buy,0,4,0.0000,94.0,tote bag buy,3
tote bag for laptop and books,0,10,0.0000,69.0,tote bag laptop books,3
tote bag for shopping,0,5,0.0000,30.0,tote bag shop,3
tote bag laptop,0,2,0.0000,92.0,tote bag laptop,3
tote bag laptop sleeve,0,3,0.0000,75.0,tote bag laptop sleeve,3
tote bag merchandise,0,5,0.0000,59.0,tote bag merchandise,3
tote bag or backpack,0,1,0.0000,50.0,tote bag backpack,3
tote bag pack,0,1,0.0000,86.0,tote bag pack,3
tote bag rucksack,0,1,0.0000,49.0,tote bag rucksack,3
tote bag store,0,6,0.0000,79.0,tote bag store,3
tote bag that folds into pouch,0,3,0.0000,86.0,tote bag folds pouch,3
tote bag vs backpack,0,1,0.0000,58.0,tote bag vs backpack,3
tote bag with laptop compartment,0,5,0.0000,85.0,tote bag laptop compartment,3
tote bag with laptop sleeve,0,4,0.0000,76.0,tote bag laptop sleeve,3
tote bag حقيبة,0,1,0.0000,27.0,tote bag,3
tote bags backpacks,0,4,0.0000,93.0,tote bags backpacks,3
tote bags for laptops,0,2,0.0000,89.0,tote bags laptops,3
tote bags laptop,0,1,0.0000,86.0,tote bags laptop,3
tote bags with laptop compartment,0,3,0.0000,78.0,tote bags laptop compartment,3
tote bags with smaller bags canada,0,8,0.0000,95.0,tote bags smaller bags canada,3
tote ballistics,0,1,0.0000,84.0,tote ballistics,4
tote book bag,0,3,0.0000,76.0,tote book bag,3
tote bookbag,0,1,0.0000,65.0,tote bookbag,4
tote bookbags,0,1,0.0000,10.0,tote bookbags,4
tote canvas,0,1,0.0000,89.0,tote canvas,3
tote computer bag,0,7,0.0000,81.0,tote computer bag,3
tote laptop,0,1,0.0000,96.0,tote laptop,3
tote laptop bag,0,5,0.0000,77.0,tote laptop bag,3
tote laptop bags,0,1,0.0000,91.0,tote laptop bags,3
tote large,0,1,0.0000,88.0,tote large,3
tote rucksack,0,1,0.0000,11.0,tote rucksack,3
tote shopping bags,0,2,0.0000,89.0,tote shop bags,3
tote with laptop sleeve,0,1,0.0000,57.0,tote laptop sleeve,3
totebag,0,1,0.0000,5.0,non ascii symbols punctuations numbers,1
totemia shop,0,2,0.0000,11.0,shop,4
totes,0,5,0.0000,270.0,totes,4
totes brand bags,0,1,0.0000,96.0,totes brand bags,3
totes for laptops,0,3,0.0000,98.0,totes laptops,4
totes laptop bag,0,7,0.0000,90.0,totes laptop bag,3
totes shop,0,8,0.0000,17.0,totes shop,4
totes store,0,14,0.0000,48.0,totes store,5
totube,0,1,0.0000,38.0,non ascii symbols punctuations numbers,1
tou tu be,0,1,0.0000,22.0,tou tu,4
tou tub,0,1,0.0000,27.0,tou youtube,6
tou tube,0,47,0.0000,12.0,tou youtube,6
tou tube home,0,1,0.0000,9.0,tou youtube home,6
tou tubo,0,10,0.0000,8.3,tou tubo,4
tou youb,0,1,0.0000,8.0,tou youtube,6
tou yube,0,1,0.0000,31.0,tou,4
touch pen,0,69,0.0000,64.0,touch pen,4
touch pen android,0,1,0.0000,98.0,touch pen android,4
touch screen pen,0,3,0.0000,140.0,touch screen pen,3
touch screen pen for phone,0,1,0.0000,87.0,touch screen pen phone,3
touch screen stylus pen,0,2,0.0000,90.0,touch screen stylus pen,3
touch screen stylus pen android,0,1,0.0000,96.0,touch screen stylus pen android,3
touch-pen,0,24,0.0000,36.0,touch pen,4
touchscreen pen,0,44,0.0000,71.0,touchscreen pen,4
tour master bags,0,1,0.0000,90.0,tour master bags,3
tourist clothes,0,1,0.0000,10.0,tourist clothes,5
tourist merchandise,0,3,0.0000,27.0,tourist merchandise,5
tourist shirts,0,1,0.0000,3.0,tourist shirt,2
