Search Query,Clicks,Impressions,CTR,Average Position
google home kopen,0,1,0.0000,58.0
google home laptop,0,5,0.0000,72.0
google home logo,0,30,0.0000,70.0
google home mini stickers,0,40,0.0000,9.7
google home office,0,1,0.0000,54.0
google home office location,0,1,0.0000,51.0
google home on laptop,0,1,0.0000,96.0
google home on sale canada,0,2,0.0000,92.0
google home parts,0,1,0.0000,97.0
google home rest api,0,1,0.0000,89.0
google home return policy,0,24,0.0000,8.7
google home singapore review,0,1,0.0000,79.0
google home stickers,0,2,0.0000,16.0
google home stores,0,1,0.0000,78.0
google home view,0,3,0.0000,63.0
google home website,0,1,0.0000,79.0
google home wiki,0,2,0.0000,70.0
google home youtube,0,2,0.0000,94.0
google homepage canada,0,1,0.0000,64.0
google hot,0,1,0.0000,90.0
google hot search,0,1,0.0000,94.0
google house,0,8,0.0000,110.0
google hps,0,1,0.0000,52.0
google hq,0,1,0.0000,47.0
google hq address,0,1,0.0000,25.0
google hq california,0,3,0.0000,64.0
google hq locations,0,4,0.0000,6.5
google hq office,0,6,0.0000,63.0
google hq san francisco,0,1,0.0000,73.0
google hq singapore,0,1,0.0000,43.0
google hrvatski,0,5,0.0000,64.0
google https,0,9,0.0000,42.0
google hun,0,9,0.0000,11.0
google i am not a robot,0,37,0.0000,55.0
google i am not robot,0,2,0.0000,68.0
google i m not a robot,0,1,0.0000,22.0
google i want youtube,0,2,0.0000,53.0
google i youtube,0,3,0.0000,29.0
google iam,0,1,0.0000,64.0
google icon black,0,1,0.0000,31.0
google ign in,0,1,0.0000,55.0
google im not a robot,0,7,0.0000,75.0
google image,0,3,0.0000,3.0
google image shirt,0,42,0.0000,8.6
google imagenes,0,1,0.0000,3.0
google images,0,8,0.0000,3.5
google in,0,1,0.0000,77.0
google in amerika,0,1,0.0000,65.0
google in black,0,13,0.0000,27.0
google in canada,0,2,0.0000,78.0
google in google in google,0,1,0.0000,79.0
google in store,0,16,0.0000,7.8
google in the water,0,106,0.0000,7.2
google in usa,0,3,0.0000,57.0
google in usa address,0,1,0.0000,20.0
google in water,0,636,0.0000,5.4
google in youtube,0,1,0.0000,14.0
google inc,0,1,0.0000,17.0
google inc headquarters,0,1,0.0000,90.0
google india headquarters,0,1,0.0000,70.0
google india logo,0,1,0.0000,46.0
google india store,0,1,0.0000,7.0
google india youtube,0,4,0.0000,55.0
google indicates that,0,36,0.0000,70.0
google indicates that has,0,35,0.0000,68.0
google indonesia youtube,0,1,0.0000,21.0
google indoor camera,0,4,0.0000,26.0
google ink,0,1,0.0000,9.0
google insignia,0,7,0.0000,49.0
google instruments,0,48,0.0000,14.0
google intern shirt,0,2,0.0000,3.5
google international,0,1,0.0000,53.0
google io 2018 shirt,0,1,0.0000,8.0
google io 2018 t shirt,0,5,0.0000,2.6
google io cost,0,1,0.0000,84.0
google io extended t shirt,0,6,0.0000,6.0
google io logo,0,6,0.0000,67.0
google io price,0,5,0.0000,84.0
google io t shirt 2018,0,1,0.0000,3.0
google io youtube,0,2,0.0000,85.0
google iq,0,58,0.0000,64.0
google iq camera,0,3,0.0000,64.0
google ireland address,0,3,0.0000,51.0
google ireland location,0,1,0.0000,58.0
google ireland office,0,2,0.0000,34.0
google irvine,0,1,0.0000,73.0
google irvine ca,0,2,0.0000,40.0
google is black,0,3,0.0000,46.0
google is blue,0,3,0.0000,21.0
google is yellow,0,4,0.0000,6.0
google isgn in,0,1,0.0000,45.0
google it,0,3,0.0000,57.0
google it baby,0,4,0.0000,42.0
google it certification,0,23,0.0000,51.0
google it com,0,1,0.0000,84.0
google it for me,0,5,0.0000,93.0
google it office,0,3,0.0000,9.7
google it yourself,0,1,0.0000,83.0
google ita,0,1,0.0000,77.0
google items,0,35,0.0000,8.5
google jacket,0,143,0.0000,8.4
google jackets,0,12,0.0000,3.1
google jerseys,0,2,0.0000,8.5
google journal,0,70,0.0000,61.0
google journal diary,0,6,0.0000,29.0
google journals,0,38,0.0000,56.0
google jumper,0,28,0.0000,4.1
google jutube,0,2,0.0000,9.5
google ka office,0,30,0.0000,11.0
google kds,0,2,0.0000,15.0
google keep,0,28,0.0000,86.0
google keep logo,0,13,0.0000,96.0
google keep notebooks,0,4,0.0000,60.0
google keep price,0,1,0.0000,51.0
google keep redesign,0,15,0.0000,18.0
google keep stylus,0,1,0.0000,60.0
google keeps your,0,3,0.0000,86.0
google keychains,0,3,0.0000,3.0
google kick,0,126,0.0000,8.5
google kid,0,436,0.0000,9.0
google kida,0,2,0.0000,7.5
google kidd,0,3,0.0000,15.0
google kidds,0,1,0.0000,9.0
google kide,0,7,0.0000,8.6
google kides,0,5,0.0000,8.4
google kids & babies,0,7,0.0000,2.9
google kids account,0,2,0.0000,74.0
google kids com,0,81,0.0000,24.0
google kids youtube,0,2,0.0000,43.0
google kids.com,0,3,0.0000,83.0
google kidz,0,6,0.0000,13.0
google kis,0,3,0.0000,9.3
google kom,0,2,0.0000,81.0
google l,0,4,0.0000,66.0
google l9g in,0,1,0.0000,10.0
google l9gin,0,1,0.0000,10.0
google la office,0,2,0.0000,9.5
google labyrinth,0,4,0.0000,12.0
google ladies,0,5,0.0000,6.8
google lantern,0,28,0.0000,11.0
google lanyard,0,16,0.0000,56.0
google lap top,0,1,0.0000,40.0
google lapto,0,2,0.0000,52.0
google laptop,0,511,0.0000,41.0
google laptop backpack,0,6,0.0000,1.0
google laptop canada,0,3,0.0000,56.0
google laptop price,0,3,0.0000,70.0
google laptops,0,56,0.0000,37.0
google large,0,54,0.0000,6.7
google lbs,0,1,0.0000,50.0
google led,0,61,0.0000,10.0
google led lights,0,5,0.0000,9.6
google let me see some,0,1,0.0000,1.0
google lgoo,0,1,0.0000,60.0
google lids,0,11,0.0000,15.0
google lifestyle,0,182,0.0000,8.6
google lifhgt,0,1,0.0000,5.0
google lifht,0,9,0.0000,8.9
google ligh,0,2,0.0000,8.5
google light blue,0,37,0.0000,9.0
google light on,0,4,0.0000,16.0
google lightd,0,2,0.0000,8.5
google lights,0,24,0.0000,70.0
google ligin,0,1,0.0000,10.0
google ligt,0,3,0.0000,8.0
google ligth,0,6,0.0000,8.3
google like logo,0,1,0.0000,59.0
google liogin,0,1,0.0000,99.0
google lip,0,9,0.0000,5.1
google lips,0,1,0.0000,31.0
google lo0gin,0,4,0.0000,7.8
google lo9gin,0,1,0.0000,81.0
google local guide summit 2018,0,1,0.0000,86.0
google local guides,0,1,0.0000,86.0
google local guides brasil,0,1,0.0000,56.0
google local guides summit,0,1,0.0000,84.0
google local guides t shirt,0,28,0.0000,9.0
google local logo,0,2,0.0000,25.0
google local shopping,0,3,0.0000,81.0
google local store,0,1,0.0000,20.0
google location logo,0,1,0.0000,58.0
google lof in,0,1,0.0000,10.0
google log,0,77,0.0000,54.0
google log in,0,873,0.0000,16.0
google log in sign in,0,3,0.0000,33.0
google log in.,0,1,0.0000,11.0
google log inb,0,1,0.0000,8.0
google log inn,0,1,0.0000,6.0
google log.in,0,1,0.0000,42.0
google loggin,0,1,0.0000,9.0
google login,0,490,0.0000,66.0
google login email sign in,0,2,0.0000,94.0
google login forgot password,0,4,0.0000,83.0
google login google login,0,1,0.0000,85.0
google login html,0,2,0.0000,42.0
google login log,0,5,0.0000,24.0
google login page,0,1,0.0000,72.0
google login+,0,1,0.0000,52.0
google logine,0,1,0.0000,10.0
google loginn,0,1,0.0000,6.0
google logo,0,782,0.0000,72.0
google logo 2017,0,3,0.0000,64.0
google logo 2018,0,2,0.0000,76.0
google logo ai,0,5,0.0000,33.0
google logo black,0,16,0.0000,38.0
google logo black and white,0,8,0.0000,61.0
google logo blue,0,2,0.0000,66.0
google logo brand,0,1,0.0000,74.0
google logo branding,0,1,0.0000,66.0
google logo clear,0,1,0.0000,27.0
google logo color,0,2,0.0000,70.0
google logo colors,0,13,0.0000,75.0
google logo dimensions,0,4,0.0000,58.0
google logo emoji,0,1,0.0000,41.0
google logo flat,0,2,0.0000,83.0
google logo for bangladesh,0,26,0.0000,56.0
google logo funny,0,1,0.0000,59.0
google logo g,0,1,0.0000,59.0
google logo grey,0,16,0.0000,12.0
google logo images,0,1,0.0000,89.0
google logo jacket,0,2,0.0000,1.0
google logo large,0,3,0.0000,13.0
google logo link,0,4,0.0000,34.0
google logo official,0,2,0.0000,38.0
google logo original,0,11,0.0000,48.0
google logo price,0,2,0.0000,11.0
google logo redesign,0,16,0.0000,62.0
google logo small,0,9,0.0000,63.0
google logo stickers,0,5,0.0000,6.0
google logo white,0,6,0.0000,38.0
google logo wiki,0,1,0.0000,100.0
google lon in,0,1,0.0000,9.0
google long sleeve shirt,0,5,0.0000,1.0
google lonin,0,1,0.0000,6.0
google loog,0,1,0.0000,81.0
google loog in,0,2,0.0000,7.5
google luggage,0,11,0.0000,4.4
google m youtube,0,2,0.0000,43.0
google madrid office,0,1,0.0000,81.0
google mağaa,0,3,0.0000,10.0
google magaz,0,2,0.0000,10.0
google magaza,0,3,0.0000,25.0
"google mağaza,",0,4,0.0000,8.8
google magazasi,0,3,0.0000,9.3
google mağazasi,0,4,0.0000,8.8
google magazası,0,43,0.0000,8.7
google mağazası,0,27,0.0000,11.0
google mağza,0,50,0.0000,8.9
google mağzası,0,3,0.0000,9.0
google mahaza,0,7,0.0000,7.9
google mailing address,0,3,0.0000,41.0
google main address,0,1,0.0000,35.0
google main headquarters,0,17,0.0000,54.0
google main office,0,2,0.0000,59.0
google mala,0,6,0.0000,21.0
google male,0,5,0.0000,5.4
google malibu,0,2,0.0000,35.0
google mañ,0,4,0.0000,3.8
google map flutter,0,1,0.0000,80.0
google map in flutter,0,1,0.0000,91.0
google map t shirt,0,16,0.0000,7.2
google mapaza,0,2,0.0000,9.5
google maps firebase,0,1,0.0000,94.0
google maps flutter,0,1,0.0000,77.0
google maps francais,0,1,0.0000,99.0
google maps grey,0,2,0.0000,70.0
google maps palo alto california,0,1,0.0000,45.0
google maps platform,0,1,0.0000,170.0
google maps redesign,0,1,0.0000,140.0
google maps stores near me,0,1,0.0000,2.0
google market,0,2,0.0000,85.0
google market android,0,3,0.0000,85.0
google marketing department,0,1,0.0000,70.0
google marketing irvine,0,7,0.0000,88.0
google marketing products,0,7,0.0000,84.0
google marketplace android,0,1,0.0000,94.0
google master tool,0,1,0.0000,79.0
google master tools,0,1,0.0000,85.0
google material logo,0,1,0.0000,71.0
google matrix,0,42,0.0000,86.0
google matriz,0,1,0.0000,92.0
google maza,0,6,0.0000,11.0
google me shirt,0,4,0.0000,4.5
google me youtube,0,3,0.0000,16.0
google mebs,0,2,0.0000,6.5
google meeting notes,0,1,0.0000,65.0
google megastore,0,6,0.0000,70.0
google ments,0,2,0.0000,7.0
google merch center,0,7,0.0000,12.0
google mercha,0,3,0.0000,5.7
google merchadise,0,18,0.0000,1.0
google merchan,0,1,0.0000,5.0
google merchandis,0,1,0.0000,1.0
google merchandise analytics,0,1,0.0000,9.0
google merchandise europe,0,3,0.0000,1.7
google merchandise indonesia,0,16,0.0000,2.8
google merchandise promo code,0,1,0.0000,17.0
google merchandise stor,0,16,0.0000,1.0
google merchandise store address,0,4,0.0000,2.0
google merchandise store analytics,0,1,0.0000,8.0
google merchandise store coupon,0,15,0.0000,18.0
google merchandise store demo,0,2,0.0000,7.5
google merchandise store demo account,0,1,0.0000,23.0
google merchandise store google analytics,0,11,0.0000,7.8
google merchandise store logo,0,28,0.0000,1.0
google merchandise store mountain view hours,0,11,0.0000,2.4
google merchandise store promo code,0,8,0.0000,19.0
google merchandiser,0,20,0.0000,23.0
google merchandising center,0,1,0.0000,10.0
google merchanise store,0,1,0.0000,1.0
google merchant logo,0,6,0.0000,36.0
google merchant store,0,23,0.0000,7.2
google merchendise,0,126,0.0000,1.0
google mesh,0,94,0.0000,85.0
google mesh canada,0,6,0.0000,61.0
google mesh price,0,1,0.0000,52.0
google mesh sale,0,3,0.0000,58.0
google met office,0,4,0.0000,27.0
google metrix,0,2,0.0000,96.0
google mğaza,0,1,0.0000,10.0
google mice,0,22,0.0000,8.8
google mini,0,13,0.0000,96.0
google mini accessories,0,10,0.0000,35.0
google mini clips,0,1,0.0000,71.0
google mini emoji,0,2,0.0000,17.0
google mini google,0,2,0.0000,83.0
google mini sale,0,1,0.0000,94.0
google mini sticker,0,41,0.0000,9.0
google minis,0,1,0.0000,81.0
google miscellaneous,0,21,0.0000,5.1
google mñs,0,10,0.0000,5.5
google mob,0,1,0.0000,95.0
google mobile phone,0,33,0.0000,69.0
google mobilephone,0,2,0.0000,67.0
google mood,0,17,0.0000,38.0
google moods,0,2,0.0000,58.0
google mountain,0,3,0.0000,22.0
google mountain view,0,4,0.0000,79.0
google mountain view location,0,1,0.0000,83.0
google mousepad,0,5,0.0000,5.6
google mt,0,1,0.0000,35.0
google mtv office,0,2,0.0000,20.0
google my account,0,1,0.0000,72.0
google my brand,0,1,0.0000,82.0
google my bu,0,4,0.0000,59.0
google my business white logo,0,1,0.0000,17.0
google my office,0,4,0.0000,21.0
google my order,0,4,0.0000,10.0
google my purchases,0,1,0.0000,75.0
google my shop,0,2,0.0000,73.0
google my shopping,0,1,0.0000,89.0
google my stocks,0,4,0.0000,89.0
google my store,0,7,0.0000,73.0
google my wallet,0,3,0.0000,46.0
google my youtube,0,14,0.0000,33.0
google myaccount,0,6,0.0000,82.0
google na android,0,1,0.0000,14.0
google na androida,0,9,0.0000,33.0
google near me,0,4,0.0000,2.0
google nearby logo,0,2,0.0000,17.0
google negozio,0,3,0.0000,88.0
google nest,0,866,0.0000,37.0
google nest 3. gen,0,1,0.0000,54.0
google nest 3rd generation,0,6,0.0000,51.0
google nest alternative,0,1,0.0000,85.0
google nest app,0,22,0.0000,22.0
google nest cam,0,4,0.0000,81.0
google nest cam outdoor,0,1,0.0000,92.0
google nest camera,0,25,0.0000,75.0
google nest camera indoor,0,1,0.0000,39.0
google nest customer service,0,5,0.0000,10.0
google nest e,0,8,0.0000,45.0
google nest indoor camera,0,2,0.0000,44.0
google nest kamera,0,2,0.0000,84.0
google nest learning thermostat,0,3,0.0000,71.0
google nest logo,0,14,0.0000,80.0
google nest outdoor,0,4,0.0000,70.0
google nest outdoor camera,0,1,0.0000,60.0
google nest price,0,4,0.0000,47.0
google nest products,0,7,0.0000,73.0
google nest security,0,4,0.0000,56.0
google nest security camera,0,5,0.0000,71.0
google nest smoke alarm,0,1,0.0000,42.0
google nest smoke detector,0,6,0.0000,60.0
google nest store,0,7,0.0000,15.0
google nest thermostat,0,4,0.0000,85.0
google nest wiki,0,1,0.0000,39.0
google nest.,0,1,0.0000,35.0
google new campus,0,2,0.0000,1.0
google new employee hat,0,2,0.0000,10.0
google new office,0,5,0.0000,60.0
google new products,0,1,0.0000,88.0
google newbie hat,0,21,0.0000,2.3
google newborn,0,4,0.0000,6.5
google next logo,0,2,0.0000,30.0
google ninja,0,33,0.0000,68.0
google no,0,6,0.0000,82.0
google not set,0,1,0.0000,82.0
google not what,0,2,0.0000,130.0
google notbook,0,38,0.0000,7.9
google note book,0,151,0.0000,8.3
google note pad,0,2,0.0000,42.0
google notebok,0,10,0.0000,7.7
google notebook computer,0,3,0.0000,74.0
google notebook laptop,0,6,0.0000,57.0
google notebook price,0,1,0.0000,59.0
google notebook tablet,0,3,0.0000,70.0
google notepad,0,75,0.0000,38.0
google notepads,0,4,0.0000,21.0
google notify email,0,1,0.0000,76.0
google now,0,3,0.0000,8.3
google now logo,0,1,0.0000,93.0
google now online,0,1,0.0000,81.0
google now waze,0,4,0.0000,47.0
google nslate,0,1,0.0000,5.0
google nuc,0,1,0.0000,42.0
google ny office address,0,1,0.0000,51.0
google nyc location,0,1,0.0000,56.0
google nyc office,0,11,0.0000,67.0
google o que é t**********,0,11,0.0000,3.4
google obchod,0,6,0.0000,33.0
google ocks,0,3,0.0000,6.0
google ocm,0,5,0.0000,58.0
google oens,0,13,0.0000,1.1
google of us,0,2,0.0000,78.0
google of usa,0,4,0.0000,59.0
google offce,0,4,0.0000,22.0
google offcie,0,3,0.0000,45.0
google offer code,0,1,0.0000,94.0
google offfice,0,2,0.0000,24.0
google offi,0,1,0.0000,11.0
google offic,0,3,0.0000,36.0
google officce,0,1,0.0000,7.0
google office,0,2232,0.0000,37.0
google office address,0,2,0.0000,45.0
google office android,0,11,0.0000,25.0
google office decoration,0,3,0.0000,9.3
google office desk,0,3,0.0000,8.3
google office desktop,0,6,0.0000,11.0
google office dublin,0,1,0.0000,48.0
google office headquarters,0,7,0.0000,76.0
google office hq,0,4,0.0000,78.0
google office in california address,0,1,0.0000,62.0
google office in chandigarh,0,1,0.0000,28.0
google office in europe,0,1,0.0000,90.0
google office in irvine,0,1,0.0000,51.0
google office in usa,0,2,0.0000,69.0
google office logo,0,1,0.0000,8.0
google office near me,0,1,0.0000,10.0
google office new york,0,1,0.0000,82.0
google office ny,0,1,0.0000,36.0
google office nyc,0,3,0.0000,64.0
google office online,0,2,0.0000,39.0
google office palo alto,0,1,0.0000,94.0
google office perks,0,1,0.0000,85.0
google office price,0,2,0.0000,50.0
google office russia,0,1,0.0000,70.0
google office san francisco,0,2,0.0000,74.0
google office sign,0,6,0.0000,10.0
google office singapore,0,1,0.0000,58.0
google office us,0,4,0.0000,63.0
google office visit,0,1,0.0000,45.0
google office youtube,0,14,0.0000,51.0
google office.,0,1,0.0000,22.0
google officea,0,1,0.0000,9.0
google offices,0,159,0.0000,51.0
google offices europe,0,2,0.0000,49.0
google offices in europe,0,1,0.0000,89.0
google offices new york,0,1,0.0000,90.0
google offices nyc,0,1,0.0000,79.0
google official,0,3,0.0000,67.0
google official icon,0,1,0.0000,60.0
google official logo,0,1,0.0000,1.0
google official site,0,2,0.0000,89.0
